Key	Value
[NAME]懒得搭话，转身离去了。	[NAME] Lười đáp lời, quay người rời đi.
[NAME]在此地打坐一夜，大有所获，修行上的几个困惑不翼而飞。	[NAME] Ở chỗ này ngồi xuống một đêm, đại có sở hoạch, mấy cái nghi hoặc trên diện tu hành không cánh mà bay.
[NAME]在此处打坐一夜，始终找不到那一点灵感，最终只能遗憾离去。	[NAME] Đả tọa ở đây một đêm , thủy chung tìm không thấy một điểm linh cảm, cuối cùng chỉ có thể tiếc nuối rời đi.
[NAME]在此处打坐一夜，第二天醒来竟然发现全身灵气都已恢复，甚至还比以前更雄厚了	[NAME] Đả tọa ở đây một đêm , ngày hôm sau tỉnh lại vậy mà phát hiện linh khí toàn thân đều đã được khôi phục, thậm chí so với trước kia lại càng hùng hậu
[NAME]在此处打坐一夜，第二天醒来竟然发现全身灵气都已恢复	[NAME] Đả tọa ở đây một đêm , ngày hôm sau tỉnh lại vậy mà phát hiện linh khí toàn thân đều đã được khôi phục
[NAME]模仿异兽的进攻轨迹，竟然大有所得。他们的进攻方式似乎是某种浑然天成的剑诀。	[NAME] Bắt chước quỹ đạo tấn công của dị thú, vậy mà lại bội thu. Phương thức tấn công của bọn hắn như một loại Kiếm Quyết tự nhiên.
[NAME]仔细模仿了异兽的呼吸吐纳，竟然大有所得。这种吐纳的方法十分高明，可以更高效的吸收灵气。	[NAME] Cẩn thận bắt chước dị thú hô hấp thổ nạp, vậy mà lại bội thu. Phương pháp thổ nạp này mười phần cao minh, có thể tăng hiệu suất hấp thu linh khí.
[NAME]观察了异兽飞行的姿势，若有所悟。他们的行动能很好地利用空气的流动，让飞行变得更迅速。	[NAME] Quan sát tư thế phi hành của dị thú, như có giác ngộ. Hành động của họ có thể lợi dụng không khí lưu động rất tốt, bảo phi hành nhanh chóng hơn.
[NAME]参考了异兽满是皱褶的皮肤，恍然大悟。这样的结构确实可以更好的消解攻击中的冲击力。	[NAME] Tham khảo làn da đầy nếp nhăn của dị thú, bừng tỉnh đại ngộ. Dạng này Kết cấu xác thực có thể càng Được rồi tiêu mất trong công kích lực trùng kích.
[NAME]努力的观察模仿，但是始终学不到其中的那点神髓，总是差了点灵感。异兽争斗了一会，便各自离去了。	[NAME] Cố gắng quan sát bắt chước, nhưng thủy chung học không được phần thần tủy trong đó, luôn luôn thiếu một chút linh cảm. Dị thú tranh đấu một lúc, liền tự mình rời đi.
多次的围观异兽的警觉，两只异兽竟然一起向[NAME]发动了凌厉的攻击，[NAME]猝不及防，一番纠缠争斗之下，受了不少伤才得以脱身。	Nhiều lần cảnh giác vây xem dị thú, hai cái dị thú vậy mà hướng về cùng một chỗ [NAME] Phát động sắc bén công kích, [NAME] Vội vàng không kịp chuẩn bị, sau một phen dây dưa tranh đấu, thụ thương không ít mới có thể thoát thân.
[NAME]不想招惹这两只异兽，扭头离开了。	[NAME] Không muốn trêu chọc hai cái dị thú này, quay đầu rời đi.
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群%s的内门弟子。	[NAME] Thu hồi phi kiếm, rơi xuống đám mây. Đi đến chỗ gần, chợt phát hiện một bầy %s đệ tử nội môn.
[NAME]表明来意，%s的弟子表示了对你的感谢。众人合力施法，终于遏制了瘟疫的扩散。	[NAME] Tỏ rõ mục đích đến, %s đệ tử bày tỏ cảm kích với ngươi . Đám người hợp lực thi pháp, rốt cục cũng ngăn chặn được ôn dịch khuếch tán.
[NAME]表明来意，%s的弟子虽然对你邪派出身将信将疑，但因情况紧急，还是略带防备的同意了你。	[NAME] Tỏ rõ mục đích đến, %s đệ tử dù nửa tin nửa ngờ với xuất thân tà phái của ngươi , Nhưng vì tình huống khẩn cấp , Vẫn giữ chút phòng bị đáp ứng ngươi .
众人合力施法，终于遏制了瘟疫的扩散。%s的弟子也为之前对你的怀疑道歉。	Đám người hợp lực thi pháp, rốt cục cũng ngăn chặn được ôn dịch khuếch tán. %s đệ tử cũng thấy có lỗi vì trước đó đã nghi ngờ ngươi .
[NAME]表明来意，%s的弟子大喜，表达了对你的感谢。	[NAME] Tỏ rõ mục đích đến, %s đệ tử vui mừng , biểu đạt cảm kích với ngươi .
然而，在众人合力施法的关键时刻，[NAME]突然发难，剧烈的法力反噬重创了其他参与者，也让整个城镇化为尸山血海。[NAME]不费吹灰之力的击杀了这些%s的弟子，搜刮了他们的宝物。	Nhưng mà, Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, pháp lực phản phệ kịch liệt đả thương những người tham dự khác, cũng làm cho cả thành trấn hóa thành núi thây biển máu. [NAME] Không cần tốn nhiều sức đánh chết những thứ này %s đệ tử, vơ vét bảo vật của bọn họ.
在众人合力施法的关键时刻，[NAME]突然发难，其他人猝不及防，被阵法反噬重创。[NAME]谋划得逞，不由的放松了精神。然而%s的领头弟子却运起残存真气，一剑洞穿了[NAME]。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, những người khác vội vàng không kịp chuẩn bị, bị trận pháp phản phệ trọng thương. [NAME] Mưu đồ đạt được, không khỏi buông lỏng tinh thần. Nhưng mà %s đệ tử dẫn đầu lại vận lên chân khí còn sót lại , một kiếm xuyên thủng  [NAME].
[NAME]受伤颇重，如惊弓之鸟，慌忙逃窜，保住了性命。	[NAME] Thụ thương rất nặng, như chim sợ cành cong, cuống quít chạy trốn, bảo vệ tính mệnh.
在众人合力施法的关键时刻，[NAME]突然发难，剧烈的法力反噬重创了其他参与者，也让整个城镇化为尸山血海。[NAME]不费吹灰之力的击杀了这些[SCHOOL]的弟子，搜刮了他们的宝物。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, pháp lực phản phệ kịch liệt đả thương những người tham dự khác, cũng làm cho cả thành trấn hóa thành núi thây biển máu. [NAME] Không cần tốn nhiều sức đánh chết những thứ này [SCHOOL] đệ tử, vơ vét bảo vật của bọn họ.
在众人合力施法的关键时刻，[NAME]突然发难，然而他人却早有防备，逆转阵法反而重创了[NAME]。[NAME]慌乱中夺路而逃，保住一条性命，但是身负重伤，功力大损。	Tại thời khắc mấu chốt mọi người hợp lực thi pháp, [NAME] Đột nhiên làm loạn, nhưng mà người khác đã sớm có phòng bị, nghịch chuyển trận pháp ngược lại bị đả thương nặng [NAME]. [NAME] Trong lúc bối rối trốn bán sống bán chết, bảo trụ một mạng, nhưng thân thụ trọng thương, công lực đại tổn.
[NAME]不想惹这些闲事，扭头就走。	[NAME] Không muốn gây những chuyện vớ vẩn này, quay đầu bước đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，施了一个剑诀。法宝如同电光惊龙，斩向这帮{1}的邪魔。\n双方本来势均力敌，[NAME]的加入使得邪魔迅速溃败，他们丢下几具尸体后便四散逃命去了。\n{0}的弟子感谢了[NAME]施以援手，并将战利品拿出来供他挑选。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái yêu nhân. \n[NAME] Hai lời không nói, thi triển một Kiếm Quyết. Pháp bảo như là Điện Quang Kinh Long, chém về phía đám người {1} tà ma. \n Song phương lúc đầu thế lực ngang nhau, [NAME] gia nhập khiến cho tà ma cấp tốc tan tác, sau khi bọn hắn vứt xuống mấy cỗ thi thể liền tứ tán đào mệnh. \n{0} đệ tử cảm tạ [NAME] Làm trợ giúp, đồng thời đem chiến lợi phẩm lấy ra cho hắn chọn lựa.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派妖人。\n[NAME]二话不说，加入战团。对这群{1}的邪魔发动了攻击。\n一番苦斗，众人各自负伤，邪派妖人见形势不妙，使了个脱身的手段，逃离了此处。\n因[NAME]修为太低，并没有帮上什么实质的忙，{0}的弟子感谢了[NAME]的援手，就告辞离去了。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái yêu nhân. \n[NAME] Hai lời không nói, gia nhập chiến đoàn. Đối với bọn này {1} tà ma phát động công kích. \n Một phen khổ đấu, đám người ai cũng thụ thương, tà phái yêu nhân gặp tình thế không ổn, sử dụng thoát thân thủ đoạn, thoát đi nơi đây. \n bởi vì [NAME] Tu vi quá thấp, cũng không có giúp việc bận bịu gì, {0} đệ tử cảm tạ [NAME] cứu trợ, liền cáo từ rời đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人。\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái đệ tử. \n Mặc dù cùng là tà đạo, [NAME] lại cùng  {1} mấy tên đệ tử này đã sớm có oán hận. Hắn nhe răng cười hai tiếng, không một tiếng động hướng về đám {1} đệ tử phát động đánh lén. Bởi vì không chút nào phòng bị, [NAME] Một chiêu liền khiến mấy người đối phương trọng thương. \n Song phương lúc đầu thế lực ngang nhau, [NAME] đánh lén khiến cho {1} Cấp tốc tan tác, [NAME] Buông tay buông chân, đại sát đặc sát, đem bọn này {1} đệ tử toàn diệt tại chỗ. Bất quá [NAME] Không muốn cùng chính đạo dây dưa, lục soát mấy cái bảo vật vô chủ liền cấp tốc rời đi.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n在[NAME]出手的瞬间，{1}的弟子突然大喊，感谢救援云云，同时向[NAME]发动了狠辣的攻击。正派弟子闻言大惊失色，以为来了援军，调转法宝也向[NAME]攻去。[NAME]万万没想到局面变成这样，腹背受敌，瞬间遭到重创，只得仓皇逃窜。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái đệ tử. \n Mặc dù cùng là tà đạo, [NAME] lại cùng  {1} mấy tên đệ tử này đã sớm có oán hận. Hắn nhe răng cười hai tiếng, không một tiếng động hướng về đám {1} đệ tử phát động đánh lén. Nhưng là bởi vì [NAME] Tu vi quá thấp, hắn đánh lén nhưng lại bị nhìn thấu từ sớm, ngược lại bại lộ thân hình của mình. \n tại [NAME] Nháy mắt xuất thủ, {1} đệ tử đột nhiên hô to, cảm tạ cứu viện Vân Vân, đồng thời hướng [NAME] Phát động tàn nhẫn công kích. Chính phái đệ tử nghe vậy quá sợ hãi, tưởng là viện quân đã đến, thay đổi hướng pháp bảo [NAME] Công đi. [NAME] Tuyệt đối không ngờ cục diện lại biến thành dạng này, song phương thụ địch, trong nháy mắt bị trọng thương, chỉ có thể hốt hoảng chạy trốn.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n[NAME]二话不说，施了一个剑诀。法宝如同电光惊龙，斩向这帮{0}的伪君子。\n双方本来势均力敌，[NAME]的加入使得正道弟子迅速溃败，他们丢下几具尸体后便四散逃命去了。\n{1}的弟子感谢了[NAME]施以援手，并将战利品拿出来供他挑选。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính phái đệ tử. \n[NAME] Hai lời không nói, thi triển một Kiếm Quyết. Pháp bảo như là Điện Quang Kinh Long, chém về phía đám người {0} ngụy quân tử. \n Song phương lúc đầu thế lực ngang nhau, [NAME] gia nhập khiến cho chính đạo đệ tử cấp tốc tan tác, sau khi bọn hắn vứt xuống mấy cỗ thi thể liền tứ tán đào mệnh. \n{1} đệ tử cảm tạ [NAME] Làm trợ giúp, đồng thời đem chiến lợi phẩm lấy ra cho hắn chọn lựa.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正道弟子。\n[NAME]二话不说，加入战团。对这群{0}的伪君子发动了攻击。\n一番苦斗，众人各自负伤，正道弟子见形势不妙，使了个脱身的手段，逃离了此处。\n因[NAME]修为太低，并没有帮上什么实质的忙，{1}的弟子冷笑着发出两声讽刺，就离开了此处。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính đạo đệ tử. \n[NAME] Hai lời không nói, gia nhập chiến đoàn. Đối với bọn này {0} ngụy quân tử phát động công kích. \n Một phen khổ đấu, đám người ai cũng thụ thương, chính đạo đệ tử gặp tình thế không ổn, sử dụng thoát thân thủ đoạn, thoát đi nơi đây. \n bởi vì [NAME] Tu vi quá thấp, cũng không có giúp việc bận bịu gì, {1} đệ tử cười lạnh phát ra hai tiếng châm chọc, liền rời đi nơi đây.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人。\n双方本来势均力敌，[NAME]的偷袭使得{0}迅速溃败，[NAME]看局面必死，也没有现出身形，搜了几个无主的宝物便迅速离去。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính phái. \n Mặc dù cùng là chính đạo, [NAME] lại cùng  {0} mấy tên đệ tử này đã sớm có oán hận. Hắn vụng trộm vận chuyển pháp bảo, không một tiếng động hướng về đám {0} đệ tử phát động đánh lén. Bởi vì không chút nào phòng bị, [NAME] Một chiêu liền khiến mấy người đối phương trọng thương. \n Song phương lúc đầu thế lực ngang nhau, [NAME] đánh lén khiến cho {0} Cấp tốc tan tác, [NAME] Nhìn cục diện hẳn là phải chết, cũng không hiện ra thân hình, lục soát mấy cái bảo vật vô chủ liền cấp tốc rời đi.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。\n借着绝杀余威，{0}的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính phái đệ tử. \n Mặc dù cùng là chính đạo, [NAME] lại cùng  {0} mấy tên đệ tử này đã sớm có oán hận. Hắn vụng trộm vận chuyển pháp bảo, không một tiếng động hướng về đám {0} đệ tử phát động đánh lén. Nhưng là bởi vì [NAME] Tu vi quá thấp, hắn đánh lén nhưng lại bị nhìn thấu từ sớm, ngược lại bại lộ thân hình của mình. \n{0} đệ tử cảm thấy dị thường tức giận với hành vi đánh lén của ngươi, bọn hắn thậm chí liều mạng bị thương, Hướng [NAME] Thi triển ra {0} trấn phái tuyệt sát, khiến hung hăng trọng thương. [NAME] Ăn trộm gà bất thành còn mất nắm gạo, hoảng hốt chạy bừa thoát khỏi chiến trận. \n Mượn tuyệt sát dư uy, {0} đệ tử sát phá vòng vây, thoát đi chiến trận. Sau đó , bọn hắn đã cho giới tu hành biết bọn hắn đã sẵn sàng rồi [NAME] hành vi ti tiện.
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。众人合力施法，成功将整座城池的活人炼化。吸取了大量精纯的血气，[NAME]感到自己修为大进。	[NAME] Thu hồi phi kiếm, rơi xuống đám mây. Đi đến chỗ gần, chợt phát hiện một bầy {0} đệ tử nội môn đang dùng Hóa Huyết đại trận thu lấy oan hồn để luyện công, chỉ là tòa thành trì này quá lớn, tiến độ rất là chậm chạp. \n[NAME] Tỏ rõ mục đích đến, đồng ý giúp đỡ, chỉ cần chia sẻ một vài thứ tốt. {0} đệ tử suy nghĩ một chút đáp ứng thỉnh cầu của ngươi. Đám người hợp lực thi pháp, thành công luyện hóa tất cả người sống trong tòa thành. Hấp thụ đại lượng tinh thuần huyết khí, [NAME] Cảm thấy tu vi tiến nhanh.
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]念头一动，却起了更大的贪意。他上前表明可以帮助，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。然而在众人合力施法即将功成时，[NAME]却突然出手，将{0}的几名弟子打入阵中。大阵运转之下，其中活物无一幸免。[NAME]搜刮了{0}的几名弟子的全部珍藏，独吞了全部的好处，修为大进。	[NAME] Thu hồi phi kiếm, rơi xuống đám mây. Đi đến chỗ gần, chợt phát hiện một bầy {0} đệ tử nội môn đang dùng Hóa Huyết đại trận thu lấy oan hồn để luyện công, chỉ là tòa thành trì này quá lớn, tiến độ rất là chậm chạp. \n[NAME] Suy nghĩ khẽ động, lại có tham ý càng lớn. Hắn tiến lên chứng minh mình có thể giúp đỡ, chỉ cần chia sẻ một vài thứ tốt. {0} đệ tử suy nghĩ một chút đáp ứng thỉnh cầu của ngươi. Nhưng khi mọi người hợp lực thi pháp sắp công thành, [NAME] Lại đột nhiên xuất thủ, đem {0} mấy tên đệ tử đánh vào trong trận. Đại trận đang vận chuyển, trong đó không vật sống nào may mắn thoát khỏi. [NAME] Vơ vét {0} mấy tên đệ tử toàn bộ trân tàng, độc chiếm toàn bộ thứ tốt, tu vi tiến nhanh.
[NAME]收起飞剑，落下云端。走到近处，才发现这是一群{0}的内门弟子在用化血大阵收取冤魂练功，只是这座城池太大，进度甚为缓慢。\n[NAME]念头一动，却起了更大的贪意。他上前表明可以帮助，只是需要分润一些好处。{0}的弟子略一沉吟答应了你的请求。然而在众人合力施法即将功成时，[NAME]却突然出手，试图将{0}的几名弟子打入阵中。\n然而{0}的这几名弟子也不是省油的灯，他们也早已心怀歹意，在你动手的时候，他们趁势逆转阵法，强烈的反噬将将[NAME]重创，[NAME]侥幸脱身，但还是身受重伤，功力大损。	[NAME] Thu hồi phi kiếm, rơi xuống đám mây. Đi đến chỗ gần, chợt phát hiện một bầy {0} đệ tử nội môn đang dùng Hóa Huyết đại trận thu lấy oan hồn để luyện công, chỉ là tòa thành trì này quá lớn, tiến độ rất là chậm chạp. \n[NAME] Suy nghĩ khẽ động, lại có tham ý càng lớn. Hắn tiến lên chứng minh mình có thể giúp đỡ, chỉ cần chia sẻ một vài thứ tốt. {0} đệ tử suy nghĩ một chút đáp ứng thỉnh cầu của ngươi. Nhưng khi mọi người hợp lực thi pháp sắp công thành, [NAME] Lại đột nhiên xuất thủ, ý đồ đem {0} mấy tên đệ tử đánh vào trong trận. \n nhưng mà {0} mấy tên đệ tử này cũng không phải đèn cạn dầu, bọn hắn lòng mang ác ý từ lâu, trong lúc ngươi động thủ, bọn hắn thừa cơ nghịch chuyển trận pháp, vừa bị mãnh liệt phản phệ [NAME] Trọng thương, [NAME] May mắn thoát thân, nhưng bản thân vẫn bị trọng thương, công lực đại tổn.
[NAME]惊怒交加，御剑赶了过去，发现这是一群{0}的邪魔布下化血大阵收人生魂，修炼魔功。\n[NAME]眼见情况紧急，来不及多想，运起全身功力轰破阵眼。{0}的弟子受阵法反噬，纷纷受伤，勃然大怒。放出性命交修的法宝向[NAME]攻来。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这个城镇的凡人。	[NAME] Vừa kinh vừa sợ, ngự kiếm đuổi theo, Phát hiện đây là một đám {0} tà ma bố trí Hóa Huyết đại trận thu hồn người sống, tu Luyện Ma công. \n[NAME] Mắt thấy tình huống khẩn cấp, không kịp nghĩ nhiều, vận toàn thân công lực oanh phá trận nhãn. {0} đệ tử bị trận pháp phản phệ, người người thụ thương, giận tím mặt. Thả ra Tính Mệnh Giao Tu pháp bảo về phía [NAME] Công tới. \n[NAME] Nén giận xuất thủ, không chút dung tình, không tốn bao nhiêu hiệp đã tru sát toàn bộ địch thủ, cứu vớt phàm nhân của thành trấn này.
[NAME]惊怒交加，御剑赶了过去，发现这是一群{0}的邪魔布下化血大阵收人生魂，修炼魔功。\n[NAME]眼见情况紧急，来不及多想，运起全身功力轰破阵眼。{0}的弟子受阵法反噬，纷纷受伤，又被[NAME]坏了大事，勃然大怒，各自放出性命交修的法宝向[NAME]攻来。\n双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。	[NAME] Vừa kinh vừa sợ, ngự kiếm đuổi theo, Phát hiện đây là một đám {0} tà ma bố trí Hóa Huyết đại trận thu hồn người sống, tu Luyện Ma công. \n[NAME] Mắt thấy tình huống khẩn cấp, không kịp nghĩ nhiều, vận toàn thân công lực oanh phá trận nhãn. {0} đệ tử bị trận pháp phản phệ, người người thụ thương, lại bị [NAME] Hỏng đại sự, giận tím mặt, riêng phần mình thả ra Tính Mệnh Giao Tu pháp bảo hướng về phía [NAME] Công tới. \n song phương khổ đấu nửa ngày, [NAME] Dần dần cảm thấy chân khí không ổn, âm thầm kêu khổ. Địch nhân lại giống như biết tỏng [NAME] quẫn cảnh, hợp lực một kích đánh tan [NAME] hộ thể chân khí. [NAME] Máu tươi phun trào, miễn cưỡng bảo vệ tâm mạch, thoát đi chiến trường.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] Đuổi đến, phát hiện là {0} đệ tử nội môn đang tại vây quét một đám tà phái đệ tử. \n Mặc dù cùng là tà đạo, [NAME] lại cùng  {1} mấy tên đệ tử này đã sớm có oán hận. Hắn nhe răng cười hai tiếng, không một tiếng động hướng về đám {1} đệ tử phát động đánh lén. Bởi vì không chút nào phòng bị, [NAME] Một chiêu liền khiến mấy người đối phương trọng thương \n Song phương lúc đầu thế lực ngang nhau, [NAME] đánh lén khiến cho {1} Cấp tốc tan tác, [NAME] Buông tay buông chân, đại sát đặc sát, đem bọn này {1} đệ tử toàn diệt tại chỗ. Bất quá [NAME] Không muốn cùng chính đạo dây dưa, lục soát mấy cái bảo vật vô chủ liền cấp tốc rời đi.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{0}迅速溃败，[NAME]看局面必死，也没有现出身形，搜了几个无主的宝物便迅速离去。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính phái. \n Mặc dù cùng là chính đạo, [NAME] lại cùng  {0} mấy tên đệ tử này đã sớm có oán hận. Hắn vụng trộm vận chuyển pháp bảo, không một tiếng động hướng về đám {0} đệ tử phát động đánh lén. Bởi vì không chút nào phòng bị, [NAME] Một chiêu liền khiến mấy người đối phương trọng thương \n Song phương lúc đầu thế lực ngang nhau, [NAME] đánh lén khiến cho {0} Cấp tốc tan tác, [NAME] Nhìn cục diện hẳn là phải chết, cũng không hiện ra thân hình, lục soát mấy cái bảo vật vô chủ liền cấp tốc rời đi.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。	[NAME] Đuổi đến, phát hiện là {1} đệ tử nội môn đang tại vây quét một đám chính phái đệ tử. \n Mặc dù cùng là chính đạo, [NAME] lại cùng  {0} mấy tên đệ tử này đã sớm có oán hận. Hắn vụng trộm vận chuyển pháp bảo, không một tiếng động hướng về đám {0} đệ tử phát động đánh lén. Nhưng là bởi vì [NAME] Tu vi quá thấp, hắn đánh lén nhưng lại bị nhìn thấu từ sớm, ngược lại bại lộ thân hình của mình. \n{0} đệ tử cảm thấy dị thường tức giận với hành vi đánh lén của ngươi, bọn hắn thậm chí liều mạng bị thương, Hướng [NAME] Thi triển ra {0} trấn phái tuyệt sát, khiến hung hăng trọng thương. [NAME] Ăn trộm gà bất thành còn mất nắm gạo, hoảng hốt chạy bừa thoát khỏi chiến trận.
借着绝杀余威，[SCHOOL]的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	Mượn tuyệt sát dư uy, [SCHOOL] đệ tử sát phá vòng vây, thoát đi chiến trận. Sau đó , bọn hắn đã cho giới tu hành biết bọn hắn đã sẵn sàng rồi [NAME] hành vi ti tiện.
[NAME]搜索了此处，发现了一些原主人留下的宝物。	[NAME] Tìm tòi nơi đây, phát hiện một vài bảo vật nguyên chủ để lại.
[NAME]搜寻了一番，什么都没有发现。	[NAME] Tìm tòi một phen, không phát hiện chút gì.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。	[NAME] Vận chân khí, chui vào đầm sâu, không ngờ càng tiến vào sâu, đầm nước càng rét lạnh, đơn giản khoan tâm thấu xương, không cách nào nhẫn nại. Liền ở [NAME] Lúc chuẩn bị từ bỏ, phía trước đột nhiên xuất hiện một không gian pháp lực, bên trong thả vài món bảo quang óng ánh không tệ.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。	[NAME] Vận chân khí, chui vào đầm sâu, không ngờ càng tiến vào sâu, đầm nước càng rét lạnh, đơn giản khoan tâm thấu xương, không cách nào nhẫn nại. Rơi vào đường cùng, đành phải coi như thôi.
[NAME]并没有找到合适的修行种子。	[NAME] Đồng thời không tìm được mầm móng thích hợp tu hành.
[NAME]什么都不想做，还是离开这里吧。	[NAME] Cái gì cũng không muốn làm, vẫn là rời khỏi nơi này a.
[NAME]机缘不错，成功收集到了宝物。	[NAME] Cơ duyên không tệ, thành công thu thập được bảo vật.
[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。	[NAME] Tìm kiếm hồi lâu, lại không tìm ra manh mối. [IT] Biết bảo vật đã được người có duyên lấy đi, Rơi vào đường cùng, đành phải coi như thôi.
[NAME]虽然没找到什么有趣的地方，但也在山野之间别有感悟。	[NAME] Mặc dù không tìm được cái gì thú vị địa phương, nhưng cũng tại sơn dã có cảm ngộ khác.
这里实在太冷了，[NAME]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。	Nơi này quả thực quá lạnh, [NAME] Thử ngồi xuống lại bị lạnh lẽo thấu xương đông lạnh đến không cách nào nhập định, chỉ đành bất đắc dĩ rời đi .
[NAME]知道这是一个难得的机缘，不过这里实在太冷了，他只能匆匆离开。	[NAME] Biết rõ cái này là một cơ duyên khó có được, bất quá nơi này quả thực quá lạnh, hắn chỉ có thể vội vàng ly khai.
