Key	Value
寒晶矿你已经拿到了，速去熔炉将其制成寒晶锭，身为外门弟子你应该知道该怎么做。	Đã lấy được Hàn tinh khoáng, nhanh đi lò luyện đem nó chế thành Hàn tinh đĩnh, thân là ngoại môn đệ tử ngươi hẳn phải biết làm thế nào.
生产命令需要在相应的建筑上发布，命令发布后角色会自动搬运原材料，并完成生产任务。	Mệnh lệnh sản xuất cần ban hành tại công trình tương ứng, sau khi tuyên bố mệnh lệnh nhân vật sẽ tự động vận chuyển nguyên vật liệu đến, cũng hoàn thành sản xuất nhiệm vụ.
选择熔炉。	Lựa chọn lò luyện.
点击生产按钮。	Nhấn nút sản xuất.
添加寒晶锭到队列中。	Thêm Hàn tinh đĩnh vào hàng ngũ.
等待生产完成。	Đợi sản xuất hoàn tất.
很好，现在建造一个寒晶鼎来改变我闭关处的五行属性。	Rất tốt, hiện tại Xây dựng Nhất Cái Hàn tinh Đỉnh đến cải biến ta bế quan chỗ Ngũ Hành Thuộc tính.
建筑是发展门派的核心内容。使用主材料的不同，建筑也会拥有不同的属性，并以此来影响周围的环境。\n例如：寒晶锭建造的建筑，会使周围的水属性增多。	Công trình là nội dung quan trọng để phát triển môn phái. Sử dụng nguyên liệu khác biệt, kiến trúc có thể có được thuộc tính khác biệt, cũng ảnh hưởng đến hoàn cảnh xung quanh.\nVí dụ: Sử dụng hàn tinh đĩnh xây dựng công trình, sẽ làm thuộc tính thủy xung quanh tăng lên.
五行是游戏世界的重要元素，五行生克影响游戏的方方面面。如[color=#ff0000]境界突破[/color]，[color=#ff0000]建筑风水[/color]，[color=#ff0000]法宝炼制[/color]等等。	Ngũ hành là nguyên tố quan trọng của trò chơi, tương sinh tương khắc của ngũ hành ảnh hưởng các mặt của trò chơi. Như [color=#ff0000]Cảnh giới đột phá [/color], [color=#ff0000]Phong thủy công trình [/color], [color=#ff0000]luyện chế pháp bảo [/color]vân vân.
以建筑风水为例：\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。	Lấy phong thủy của công trình làm ví dụ:\n[color=#ff0000]Hỏa thuộc tính [/color]Của kiến trúc nằm tại [color=#ff0000]Thủy thuộc tính [/color]Hoàn cảnh, liền sẽ bởi vì [color=#ff0000]Thủy khắc hỏa [/color]Nguyên nhân mà phong thủy không tốt.\n[color=#ff0000]Hỏa thuộc tính [/color]Của kiến trúc nằm tại [color=#ff0000]Mộc thuộc tính [/color]Hoàn cảnh, bởi vì [color=#ff0000]Mộc sinh hỏa [/color]Nguyên nhân, phong thủy liền sẽ rất tốt.
再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。	Lại lấy cảnh giới đột phá ví dụ:\n[color=#ff0000]Mộc thuộc tính [/color]Công pháp tại [color=#ff0000]Kim thuộc tính [/color]Hoàn cảnh đột phá, bởi vì [color=#ff0000]Kim khắc mộc [/color]Nguyên nhân mà khó gấp bội.\nNếu như tại [color=#ff0000]Thủy thuộc tính [/color]Hoàn cảnh bên trong đột phá, thì sẽ vì [color=#ff0000]Thủy sinh mộc [/color]Nguyên nhân, mà đề cao xác suất đột phá thành công.
在掌门附近，发布一个寒晶鼎的建造命令。	Tại chưởng môn phụ cận, ra lệnh chế tạo một cái hàn tinh đỉnh.
是！弟子马上开始进行寒晶鼎的建造。	Rõ! Đệ tử lập tức tiến hành chế tạo hàn tinh đỉnh.
工作计划是外门的核心策略模块，规定了外门弟子的工作优先级和重心。\n工作优先级越往右越低，可以进行高优先级工作时不会进行低优先级工作。\n[color=#9e6404][特别优先]可以将一个工作优先级提高到所有工作之上[/color]。	Kế hoạch công việc là khung sách lược chủ yếu của ngoại môn, quy định công việc ưu tiên và quan trọng cho ngoại môn đệ tử.\nTừ trái qua phải công việc ưu tiên càng thấp, có thể tiến hành Cao Cấp độ ưu tiên Công việc Thì sẽ không tiến Hành Thấp Cấp độ ưu tiên Công việc.\n[color=#9e6404][Đặc biệt ưu tiên]Có thể đem một cái công việc đề cao ưu tiên nhất trong tất cả công việc [/color].
在工作计划面板中，为角色勾选[筑工]。	Bên trong bảng kế hoạch làm việc, tuyển chọn cho nhân vật [Trúc công].
等待建造完成。	Đợi xây dựng xong.
做的很好，天时地利皆备，我要开始突破了。你速去激活护山大阵以拖延时间。	Làm rất tốt, thiên thời địa lợi đều có, ta muốn bắt đầu đột phá. Ngươi nhanh đi kích hoạt hộ sơn đại trận để kéo dài thời gian.
弟子遵命！	Đệ tử tuân mệnh!
你等贼人，竟然趁老夫闭关犯我太一门，如今我金丹已成，尔等受死吧！	Tặc nhân các ngươi, thừa dịp lão phu bế quan chạm vào Thái Nhất Môn, ta Kim Đan đã thành, các ngươi chịu chết đi!
接招，看我太虚神剑！！	Tiếp chiêu, xem ta thái hư thần kiếm! !
本座已成上品金丹，我太一门今日便以妖人之血，立威天下！诸弟子听令，速速跟随本座追杀敌人，除恶务尽！	Bản tọa đã thành thượng phẩm Kim Đan, ta Thái Nhất Môn nay lợi dụng máu của yêu nhân, lập uy thiên hạ! Chúng đệ tử nghe lệnh, nhanh chóng đi theo bản tọa truy sát địch nhân, diệt cỏ tận gốc!
众门人	Chúng môn nhân
恭喜您完成《了不起的修仙模拟器》新手教学！\n时长问题无法为您展示游戏大部分内容，这个世界留待您自己去探索了。\n游戏中您可以随时通过右下角的帮助按钮(F11)打开帮助功能，祝您游戏愉快！	Chúc mừng ngài đã hoàn thành < Tu Tiên Chi Lộ > Hướng dẫn tân thủ!\nVì thời lượng nên không cách nào biểu thị cho ngài hết tất cả nội dung trò chơi, thế giới này tạm gác lại.\nTrong trò chơi bất cứ lúc nào bạn cũng có thể ấn nút trợ giúp ở góc phải dưới (F11) Mở chức năng trợ giúp  , chúc ngài chơi game vui vẻ!
积累木料	Tích lũy mộc liệu
建造材料加工点，并在材料加工点完成50份木料的制作	Xây dựng điểm gia công, cũng hoàn thành gia công 50 phần mộc liệu ở điểm gia công
有家可归	Có nhà để về
建造一个房间，并为每个角色分配床铺	Xây một cái phòng, phân bố giường cho mỗi nhân vật
开垦农田	Khai khẩn nông điền
规划一片农田，并将作物设定为小麦。（灵土，沃土肥沃度较高，更适宜植物生长）	Thu hoạch một mảnh nông điền, rồi thiết lập cây trồng là Tiểu Mạch. (linh thổ, độ màu mỡ của đất càng cao, càng thích hợp cho thực vật sinh trưởng)
获得水源	Thu được nguồn nước
建造水井，以获得干净的水源。	Xây giếng nước, và nhận được nguồn nước sạch.
粮食储备	Dự trữ lương thực
积累50份耐储存的食物（烤肉/面饼/果脯）	Tích lũy 50 phần thức ăn dự trữ (Thịt quay/Bánh mì/Mứt quả)
修仙之始	Bắt đầu tu tiên
将一名弟子完成筑基，并晋升内门	Khi có một đệ tử hoàn thành trúc cơ, tấn chức vào nội môn
建立门派	Thành lập môn phái
打开右下角的门派面板，建立自己的门派。	Ấn mở giao diện môn phái góc phải dưới, thành lập môn phái của mình.
灵药仙草	Linh dược tiên thảo
规划一片药田，并将作物设定为灵仙草。	Thu hoạch một mảnh dược điền, rồi thiết lập cây trồng thành Linh Tiên Thảo.
风水堪舆	Phong thủy khan dư
建造观星台，并将一个房间的风水调整到吉或者大吉。	Xây Quan Tinh Đài, và điều chỉnh phong thủy của một gian phòng đạt mức Cát hoặc Đại Cát.
尝试突破瓶颈一次，不论成功与否。	Thử đột phá bình cảnh một lần, bất luận thành công hay không.
符箓绘制	Vẽ bùa chú
画一张轻身符，并给一个弟子装备	Vẽ một tấm khinh thân phù, rồi trang bị cho một đệ tử
初涉红尘	Sơ thiệp hồng trần
完成秘闻太一石匣（秘闻触发后，通过历练，前往南屏村完成。）	Hoàn thành bí văn Hộp đá Thái Nhất (Sau khi bí văn xuất hiện, thông qua lịch luyện, đến Nam Bình Thôn để hoàn thành. )
将心境调整到圆润。（选择角色，通过屏幕下方的人物面板，切换至调心模式，角色会专心恢复心境。情绪会影响心境的最大值，想要良好的心境请先保证良好的情绪。）	Điều chỉnh tâm cảnh đến mức êm dịu. (Lựa chọn nhân vật, thông qua màn hình bên dưới chính là giao diện nhân vật, hủy bỏ đổi đến hình thức điều tâm, nhân vật sẽ chuyên tâm hồi phục tâm cảnh. Cảm xúc sẽ ảnh hưởng cực lớn đến tâm cảnh, nếu muốn tâm cảnh tốt trạng thái phải càng tốt hơn. )
参玄悟妙	Tham huyền ngộ diệu
积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）	Tích lũy 2000 điểm lĩnh hội. (Lựa chọn nhân vật, thông qua màn hình bên dưới chính là giao diện nhân vật, chuyển đến chế độ luyện công, Nhân vật sẽ chuyên tâm luyện công, gia tốc tích lũy điểm lĩnh hội. )
领悟道法	Lĩnh hội đạo pháp
参悟一次秘籍。（通过修炼面板-参悟进入参悟树来参悟秘籍。）	Lĩnh hội một bí tịch. (Thông qua giao diện tu luyện - tiến vào cây lĩnh hội để lĩnh hội bí tịch. )
法宝炼制	Luyện chế pháp bảo
建造炼宝台，并完成一次法宝炼制。	Xây Luyện Bảo Đài, và hoàn thành một lần chế pháp bảo.
开炉炼丹	Mở lò luyện đan
建造炼丹炉，并完成一次精元丹的炼制。	Xây lò luyện đan, và hoàn thành một lần luyện chế Tinh Nguyên Đan.
结丹修士	Tu sĩ kết đan
将一名修行者突破到结丹境界（选择角色，通过屏幕下方的人物面板，切换至练功模式，可以专攻修炼，以提高境界。）	Khi một tu hành giả đột phá đến cảnh giới Kết Đan (Lựa chọn nhân vật, thông qua màn hình bên dưới chính là giao diện nhân vật, chuyển đến chế độ luyện công, có thể chuyên tâm tu luyện, đề cao cảnh giới. )
 坐了下来	 ngồi xuống
☯[size=10]此物{0}，有镇压风水之效。其性属{1}，{2}于{3}{4}{5}方能生效。[/size]\n	☯[size=10]Vật này{0}, có công hiệu trấn áp phong thủy. Thuộc tính của nó{1},{2}Vu{3}{4}{5}mới có thể có hiệu lực. [/size]\n
须处{0}{1}之境地，	Cần chỗ{0}{1}hoàn cảnh ,
且	Mà còn
☯[size=10]因其性特异，故另有所需：[/size]\n	☯[size=10]Vì tính đặc biệt của nó, có yêu cầu khác: [/size]\n
☯[size=10]此物通灵，可泽被房间内角色：[/size]\n	☯[size=10]Vật này thông linh , có thể đặt trong phòng nhân vật : [/size]\n
孵化进度：{0:N0}%	Tiến độ ấp trứng :{0:N0}%
蕴养中，剩余:{0}天	Đang nuôi dưỡng , còn:{0}ngày
众生万物	Vạn vật chúng sinh
点击次数:{0}	Số lần ấn vào:{0}
停！	Ngừng!
点我复制第{0}个	Chọn ta phục chế Đệ{0}Cái
已存在对应控件:{0}，不需要复制	Đã có phím tắt tương tự:{0}, Không cần sao chép
点我！	Chọn ta!
上层界面可以控制子节点中的控件	Ấn vào nút kiểm soát trên giao diện có thể kiểm soát tiểu mục
控制子节点中的控件	Kiểm soát các nút điều khiển ở nút con
攻击	Công kích
选择一个单位,对其发起攻击。	Lựa chọn một đơn vị, bắt đầu công kích.
逃跑	Bỏ chạy
脱离战斗并尝试逃跑	Rời chiến đấu và thử chạy trốn
取消建造	Hủy bỏ xây dựng
指定归属	Chỉ định quyền sở hữu
制定归属，如果对象是床也会改变房间所有者。	Thiết lập quyền sở hữu, Nếu như mục tiêu là giường thì cũng sẽ thay đổi người sở hữu gian phòng.
生产	Sản xuất
打开生产面板	Mở giao diện sản xuất
祭祀	Tế tự
祭祀仙人遗蜕	Thờ cúng di thuế tiên nhân
激活	Kích hoạt
激活剑阵,需要一个角色前来操作，剑阵会在战斗结束后自动关闭。	Kích hoạt kiếm trận, cần một nhân vật đến đây khởi động, sau khi kết thúc chiến đấu trận sẽ tự động đóng.
除魔	Trừ ma
消耗49点香火值，祖师分身下凡战斗，持续一天。	Tiêu hao 49 điểm hương hỏa, phân thân của tổ sư hạ phàm chiến đấu, duy trì liên tục một ngày.
落地	Lạc địa
消耗49点香火值，祖师分身下凡讲道，持续一天。(内门弟子会在选择周围的蒲团或者空地听讲)	Tiêu hao 49 điểm hương hỏa, Phân thân của tổ sư hạ phàm giảng đạo, duy trì liên tục một ngày. (đệ tử nội môn sẽ lựa chọn bồ đoàn hoặc đất trống ở xung quanh để nghe giảng)
灌顶	Quán đính
消耗9点香火值，为一名弟子灌顶，直接赐予其50000点参悟值。	Tiêu hao 9 điểm hương hỏa, quán đính cho một đệ tử, trực tiếp ban tặng 50000 điểm lĩnh hội.
赐器	Thưởng khí
消耗25点香火值，获得祖师的赏赐。	Tiêu hao 25 điểm hương hỏa, nhận được ban thưởng của tổ sư.
开光	Khai quang
消耗25点香火值，随机为一个物品提高1~4阶品阶，最高不超过12阶。	Tiêu hao 25 điểm hương hỏa, ngẫu nhiên đề cao một vật phẩm 1~4 phẩm giai, tối đa không vượt quá 12 giai.
淬体	Tôi thể
消耗25点香火值，为一个外门角色治疗所有疾病，恢复所有器官，并提高五维。	Tiêu hao 25 điểm hương hỏa, vì một nhân vật ngoại môn trị liệu toàn bộ bệnh tật, khôi phục tất cả khí quan, cũng đề cao ngũ duy.
庇护	Che chở
消耗9点香火值，清除所有天气并获得庇护。	Tiêu hao 9 điểm hương hỏa, thanh trừ toàn bộ khí trời và nhận được che chở.
法宝归阵	Pháp bảo quy trận
选择一个法宝，将其归入阵法之中。	Lựa chọn một pháp bảo, đưa vào trong trận pháp.
撰写内容	Sáng tác nội dung
在这个建筑上撰写内容，只有一次机会。	Sáng tác tại công trình này, chỉ có một cơ hội.
敲钟	Gõ chuông
敲响警钟,外门弟子会聚集到周围。	Gõ cảnh báo, đệ tử ngoại môn sẽ tập hợp ở xung quanh.
从井里打水。	Múc nước ra từ trong giếng.
点燃	Châm đốt
点燃烟花	Châm pháo hoa
放置物品	Để đặt vật phẩm
选择一个物品，将其放在置物台上。	Lựa chọn một vật phẩm, đem đặt lên Bàn trang trí.
丢下物品	Vứt bỏ vật phẩm
将置物台上的物品丢下。	Bỏ đồ trên bàn trang trí xuống.
将这个建筑移动到另一个地方，这个命令会在建筑空闲后被执行。	Dời công trình này đến một chỗ khác, mệnh lệnh này sẽ được chấp hành sau khi công trình rảnh rỗi.
重建	Trùng kiến
重新建造这个建筑。	Một lần nữa xây dựng lại công trình này.
采掘	Khai thác
采掘获取有用的材料。	Khai thác nguyên liệu hữu dụng.
拆除这个建筑。	Dỡ bỏ công trình này.
禁用	Cấm dùng
禁用这个物品,小人不会对其发起主动交互。	Cấm dùng vật phẩm này, các nhân vật nhỏ sẽ không chủ động tương tác với vật.
放置	Đặt
将物品的一个单位放置到置物台上。	Đặt một đơn vị vật phẩm lên bàn trang trí.
熔炼	Dung luyện
内门弟子将会尝试将这个物品熔炼为灵石。\n每500灵气可以熔炼为一个灵石。 如果是法宝，则法宝的品阶越高，熔炼出的灵石越多。	Đệ tử nội môn sẽ thử đem vật phẩm dung luyện làm linh thạch.\nmỗi 500 linh khí có thể dung luyện ra một cái Linh thạch. Nếu như là pháp bảo, pháp bảo phẩm giai càng cao, dung luyện ra càng nhiều Linh thạch.
装备给与	Trang bị cho
将这个装备给与一个角色，角色会自动前来装备。	Đem trang bị này cho một nhân vật, nhân vật sẽ tự động đến trang bị.
{0}已经学过这本秘籍了	{0}Đã học rồi
{0}没有对应的装备槽位了	{0}Không có ô trang bị thích hợp
食用给与	Lấy cho
将这个物品给与一个角色，角色会自动前来食用。	Đem vật phẩm này cho một nhân vật, nhân vật sẽ tự động đến lấy ăn.
归阵	Quy trận
搬运这个法宝并将其放置到阵法之中。	Vận chuyển pháp bảo này và đặt vào trong trận pháp.
安装	Lắp đặt
将这个建筑安装到地上。	Lắp đặt công trình này xuống đất.
这个道具似乎已经损坏了	Đạo cụ này dường như đã hư rồi
开采这个矿石	Khai thác khoáng thạch này
收获这个植物	Thu hoạch thực vật này
砍伐	Chặt cây
砍伐这棵树木	Chặt cái cây này
移除这个植物	Dời bỏ thực vật này
蕴养	Nuôi dưỡng
蕴养这株灵植，调整灵植的养成趋势，并借此收获一些珍稀材料。	Nuôi dưỡng gốc linh thực này , điều chỉnh chiều hướng trưởng thành của linh thực , đồng thời mượn điều này thu hoạch một chút nguyên liệu quý hiếm.
仓库筛选	Sàng lọc nhà kho
修改仓库储存类型	Sửa chữa loại hình chứa đựng trong nhà kho
重新整理	Sắp xếp lại
重新整理仓库	Sắp xếp nhà kho
删除区域	Xóa bỏ Khu vực
删除这个区域	Loại bỏ khu vực này
种植物	Trồng cây
设置种植植物	Thiết lập thực vật
选择种植物	Lựa chọn cây trồng
生长程度	Mức sinh trưởng
设置种植植物的生长程度	Thiết lập mức sinh trưởng của thực vật
选择生长程度	Chọn mức sinh trưởng
生长度:{0:P0}成熟度:{1:P0}	Độ sinh trưởng:{0:P0}Độ trưởng thành:{1:P0}
归属分堂	Phân đường thuộc sở hữu
{0}已经拥有一块区域了，要替换吗？	{0}Đã có một khu vực rồi, muốn thay đổi?
请选择归属	Xin lựa chọn sở hữu
{0}\n堂主：{1}\n\n专精：{2}\n{3}	{0}\nĐường chủ:{1}\n\nchuyên tâm:{2}\n{3}
指定动物	Chỉ định động vật
指定动物活动区域	Chỉ định khu vực hoạt động của động vật
食用	Ăn
选择并食用一个道具。\n角色会自动食用食物	Lựa chọn lấy ăn một đạo cụ.\nNhân vật sẽ tự động ăn đồ ăn
选择一个道具,其他角色会将其喂给此角色。	Lựa chọn một đạo cụ, nhân vật khác sẽ đem đút cho nhân vật này.
装备道具	Trang bị đạo cụ
装备或者替换一个道具	Trang bị hoặc thay đạo cụ
画符	Vẽ bùa
绘制一张灵符。	Vẽ được một lá bùa.
将一个普通物品炼制成战斗法宝,需要[color=#FF0000]炼宝台[/color]。	Luyện chế một vật phẩm bình thường thành pháp bảo chiến đấu, cần [color=#FF0000]Đài luyện bảo [/color].
炼制一炉丹药,需要[color=#FF0000]炼丹炉[/color]。	Luyện chế một lò đan dược, cần [color=#FF0000]Luyện đan lô [/color].
\n需要炼丹等级:	\nCần cấp độ luyện đan:
\n需要灵气:	\nCần linh khí:
选择要炼制的丹药	Lựa chọn đan dược muốn luyện chế
传授给低辈弟子符合其境界的秘籍，参悟消耗降低25%。如果是自身弟子，则再额外降低25%。\n当选择了传授多个秘籍后，传授者会逐个等待弟子参悟值足够时再进行传授。	Truyền thụ bí tịch cấp thấp phù hợp với cảnh giới của đệ tử , Giảm tiêu hao lĩnh hội  25%. Nếu là đệ tử của bản thân , sẽ giảm thêm ngoài mức  25%.\nSau khi chọn nhiều bí tịch truyền thụ, Truyền thụ Giả Hội từng cái Chờ đợi Đệ tử Chỉ số lĩnh hội đầy đủ Thì lại tiến hành Truyền thụ.
狩猎	Săn bắt
狩猎这个动物并进行屠宰	Săn bắt động vật này rồi tiến hành giết mổ
屠宰这个动物获得产物。	Giết mổ động vật thu được sản phẩm.
搜索这个角色，获得他身上的道具。	Kiểm soát nhân vật này, lấy được đạo cụ trên người hắn.
搬运并移动这个角色到指定地点。	Vận chuyển nhân vật này đến địa điểm chỉ định.
埋葬这个尸体，需要选择一个空闲的墓地。	Mai táng thi thể này, cần lựa chọn một ngôi mộ trống.
晋升内门	Tấn chức nội môn
将这个筑基成功的弟子晋升到内门	Tấn chức đệ tử đã trúc cơ thành công này lên nội môn
叫醒	Đánh thức
尝试叫醒这个人	Thử đánh thức người này
留下这个角色	Giữ lại nhân vật này
门派弟子数量达到上限:{0}。\n你可以扩大门派规模或者将其他弟子踢出门派。	Đệ tử môn phái đã đến giới hạn:{0}.\nBạn có thể khuếch trương quy mô môn phái hoặc đuổi đệ tử khác đi.
帮助	Giúp đỡ
为他提供帮助	Trợ giúp cho hắn
请教	Thỉnh giáo
请教神秘人。	Thỉnh giáo người thần bí.
劝说	Thuyết phục
试着劝说这个人留在门派	Thử khuyên bảo người này ở lại môn phái
指定一个角色进行劝说	Chọn một nhân vật tiến hành thuyết phục
成功率:{0}\n	Xác suất thành công:{0}\n
我们什么都不会答应你，你走吧	Chúng ta sẽ không đáp ứng ngươi bất cứ thứ gì, ngươi đi đi
前往其他地方进行历练	Đi đến địa phương khác tiến hành lịch luyện
选择一个金丹期或以上境界的内门弟子拜师。	Lựa chọn một đệ tử nội môn cảnh giới Kim Đan Kỳ hoặc hơn để bái sư.
请选择合适的内门弟子	Xin lựa chọn đệ tử nội môn thích hợp
阴神夺舍	Âm Thần Đoạt Xá
低端夺舍方式，夺取一个无修为活物的身体。永久降低全部属性。	Cách thức đoạt xá cấp thấp, cướp đoạt thân thể của một vật sống không tu vi. Giảm vĩnh viễn tất cả thuộc tính.
阳神夺舍	Dương Thần Đoạt Xá
高级夺舍方式，完全夺取一个无修为活物的身体，无负面作用。	Cao cấp đoạt xá phương thức, hoàn toàn cướp đoạt thân thể của một cái không có tu vi vật sống, không có tác dụng phụ.
跟随	Tùy tùng
跟随一个友方角色	Đi theo một nhân vật phe mình
取消跟随	Hủy bỏ đi theo
取消跟随当前目标	Hủy bỏ đi theo mục tiêu trước mặt
[color=#D06508][{0}][/color]已解锁\n	[color=#D06508][{0}][/color]Đã mở khóa\n
房间最小面积为4，最大面积为400	Diện tích gian phòng tối thiểu là 4, tối đa là 400
选择建造地点	Lựa chọn điểm kiến tạo
(按[keycode]RotBuilding[/keycode]旋转)	(Ấn [keycode]RotBuilding[/keycode]Xoay )
[color=#ff0000]已达到最大拥有个数:{0}[/color]	[color=#ff0000]Đã đạt được số lượng tối đa:{0}[/color]
<font color=#FF0000>地点不适合</font>	<font color=#FF0000> Địa điểm không thích hợp </font>
风水:	Phong thủy:
选择一个目标	Lựa chọn một mục tiêu
请选择一个合适的讲道地点	Xin chọn một địa điểm thích hợp giảng đạo
请选择一个合适的突破地点	Xin lựa chọn một địa điểm thích hợp đột phá
请选择一个合适的飞升地点	Xin lựa chọn một địa điểm thích hợp phi thăng
请选择一个合适的入定地点	Xin lựa chọn một địa điểm thích hợp nhập định
请选择一个合适的吸灵地点	Xin lựa chọn một địa điểm thích hợp hấp linh
请选择一个无修为的生物	Xin lựa chọn một sinh vật không có tu vi
请选择一个弥留的角色	Xin lựa chọn một nhân vật đang hấp hối
请选择一具死去的身体	Xin lựa chọn một cơ thể đã chết
请选择一个可以幽淬的物品	Xin lựa chọn một vật phẩm có thể u tôi
请选择一个物品	Xin lựa chọn một vật phẩm
请选择一个可以灵淬的物品	Xin lựa chọn một vật phẩm có thể linh tôi
请选择一个物体(植物、矿物、建筑)	Xin lựa chọn một vật thể (Thực vật, Khoáng cật, Công trình)
请选择一个可以赋灵的物品	Xin lựa chọn một vật phẩm có thể phú linh
请选择一个玄牝珠	Xin lựa chọn một Huyền Tẫn Châu
请选择一株植物	Xin lựa chọn một gốc thực vật
请选择合适的摆放地点	Xin lựa chọn địa điểm phóng thích thích hợp
请选择一个置物台	Xin lựa chọn một bàn trang trí
请选择要穿上的装备	Xin lựa chọn trang bị muốn mặc vào
请选择要吃掉的道具	Xin lựa chọn đạo cụ muốn ăn
请选择要炼制的道具	Xin lựa chọn đạo cụ muốn luyện chế
请选择一个道具	Xin lựa chọn một đạo cụ
请选择一个法宝	Xin lựa chọn một pháp bảo
请选择一张符纸	Xin lựa chọn một lá bùa
请选择一个无修为的同种族角色	Xin lựa chọn một đồng loại không có tu vi
请选择一个无修为的异性同种族角色	Xin lựa chọn một đồng loại khác giới
请选择一个角色	Xin lựa chọn một nhân vật
请选择一个无修为或者弥留中的角色	Xin lựa chọn một nhân vật không có tu vi hoặc đang hấp hối
请选择一个无修为的角色	Xin lựa chọn một nhật vật không có tu vi
请选择目标点	Xin lựa chọn mục tiêu
请选择攻击目标	Xin lựa chọn mục tiêu công kích
请选择一个要传授的对象	Xin hãy chọn một đối tượng muốn truyền thụ
请选择一个释放的目标	Xin lựa chọn một mục tiêu để phóng thích
请选择一个空的墓地	Xin lựa chọn một mộ địa trống
请选择一个空闲的丹炉	Xin lựa chọn một đan lô rảnh rỗi
请选择需要灌顶的内门弟子	Xin lựa chọn đệ tử nội môn cần quán đính
请选择一个物品或者实体	Xin lựa chọn một vật phẩm hoặc thực thể
这将会打断当前工作，确认立即进行突破吗？	Việc này sẽ cắt ngang công việc trước mắt, Xác nhận lập tức tiến hành đột phá sao?
瓶颈突破	Bình cảnh đột phá
旧的傀儡将会被替换掉，确定要继续吗？	Con rối cũ sẽ bị thay thế, xác định muốn tiếp tục?
确定要对{0}施展吗？这将会导致死亡。	Xác định mục tiêu{0}Thi triển sao? Việc này sẽ dẫn đến cái chết.
凝珀之术	Ngưng Phách chi Thuật
确定要夺舍{0}吗？{1}	Xác định đoạt xá{0}sao?{1}
\n(注意：妖修尚未开放，夺舍后果自负)	\n(chú ý: Yêu tu chưa mở, đoạt xá tự gánh hậu quả)
攻击目标为非敌方单位，确定要发起攻击吗？	Mục tiêu công kích không phải đơn vị quân địch, xác định muốn bắt đầu công kích?
修炼速度停滞，无法入定。	Tốc độ tu luyện ngưng trệ , vô pháp nhập định.
寿命不足，无法入定。	Không đủ tuổi thọ , vô pháp nhập định.
选择入定时长	Lựa chọn thời gian nhập định
时长:{2}\n消耗寿元:{0:N0}/{1:N0}消耗精元：{5}{3:N0}{6}/{4:N0}	Thời gian dài:{2}\nTiêu hao thọ nguyên:{0:N0}/{1:N0}Tiêu hao tinh nguyên:{5}{3:N0}{6}/{4:N0}
没有可以传授的秘籍或者参悟	Không thể truyền thụ bí tịch hoặc lĩnh hội
参悟经验：{0:F0}/{1:F0}\n	Kinh nghiệm lĩnh hội:{0:F0}/{1:F0}\n
\n提高道行：{0}	\nĐề cao đạo hạnh:{0}
参悟经验：{0:F0}/{1:F0}	Kinh nghiệm lĩnh hội:{0:F0}/{1:F0}
\n[color=#ff0000]境界不够({0}/{1})[/color]	\n[color=#ff0000]Không đủ cảnh giới ({0}/{1})[/color]
\n[color=#ff0000]仅限自行领悟[/color]	\n[color=#ff0000]Chỉ có thể tự mình lĩnh ngộ [/color]
你选择了传授多个秘籍，传功者会逐个等待弟子参悟值足够时再进行传授。	Bạn đã lựa chọn nhiều bí tịch truyền thụ, truyền công Giả Hội từng cái Chờ đợi Đệ tử Chỉ số lĩnh hội đầy đủ Thì lại tiến hành Truyền thụ.
请选择秘籍	Xin lựa chọn bí tịch
不适合或者已被占用	Không phù hợp hoặc đã bị sử dụng
地点不可达	Địa điểm chưa được tìm hiểu
该物体没有灵气	Vật thể này không có linh khí
无法蕴养	Không cách nào nuôi trồng
不是法宝	Không phải pháp bảo
没有多余的个数	Không có số lượng dư thừa
该物品不能食用	Vật phẩm này không thể lấy ăn
不能放置在此处	Không thể đặt ở đây
放置物品到置物台	Đặt vật phẩm lên Bàn trang trí
该物品正在被使用	Vật phẩm này đang bị sử dụng
该物品已经不能开光了	Vật phẩm này đã không thể khai quang
该物品不能被灵淬了	Vật phẩm không thể bị linh tôi
找不到物品[灵珀]	Không tìm được vật phẩm [Linh phách]
灵淬成功率：{0}	Xác suất linh tôi thành công:{0}
该物品已经不能再幽淬了	Vật phẩm không thể lại u thối
找不到物品[幽珀]	Không tìm được vật phẩm [U phách]
幽淬成功率：{0}	Xác suất u thối thành công:{0}
该物品没有灵气	Vật phẩm này không có linh khí
该物品不是玄牝珠	Vật phẩm này không phải Huyền Tẫn Châu
该物品不能作为赋灵对象	Vật phẩm này không thể làm mục tiêu phú linh
该植物正在被使用	Thực vật này đang bị sử dụng
不能装备或者已被锁定	Không thể trang bị hoặc là đã bị khóa
