ID	Name	Desc
200045	Ứng kiếp mà sinh	Ngàn năm trước, Thái Nhất Môn tổ sư Phi Thăng lúc đột nhiên suy tính gian lận Năm sau Môn phái đem bị đại họa. Lão tổ tự hủy tu vi, hao tâm tổn khí, lưu lại một cái khăn gấm, thượng thư canh thời điểm, mà vẫn lạc dưới thiên kiếp. Ngàn năm sau, hậu bối đệ tử Thái Nhất Môn bằng lời tiên đoán mà phát hiện ra một đứa trẻ bị bỏ rơi, vui mừng đem về môn phái nuôi dưỡng. \n[NAME] Sau khi bước vào Thái Nhất Môn, bị phát hiện ra thân thể thiên sinh chi khuyết, căn bản không cách nào tu hành. Mấy chục năm qua, trưởng bối trong phái nghĩ hết biện pháp, nhưng không thể nào nghịch chuyển được loại thể chất này.
200046	Kẻ vô dụng	Tuy rằng khuyết thiếu thân thể [NAME] đoạn tuyệt với tiên lộ, nhưng [IT] hắn lại không chịu thua, mặc kệ mọi việc, bốn mươi năm ròng vẫn lặng lẽ tu hành. Từng được môn phái tôn sùng là vị cứu tinh, dần dần trở thành một câu chuyện cười, [NAME] mọi người sớm quen dần chuyện này. \n nhưng không biết rằng, [NAME] nỗ lực của hắn không phải phí công. Cái ngày mà môn phái bị diệt đã điểm, [NAME] rốt cuộc hắn lấy bổ thiên khuyết chi lực, đột phá giới hạn của thân thể, lần đầu tiên cảm nhận được chân khí trong đời. Lời tiên đoán cổ xưa đã ứng nghiệm.
200047	Trung y thế gia	[NAME] sinh ra trong một thế gia về Trung y, nhưng mà căn bản hắn không muốn kế thừa y bát, chỉ say mê âm nhạc, am hiểu nhất là đàn nhị hồ.
200048	Xuyên việt giả	Sau khi thành niên [NAME] say mê 2D và mô hình Gundam, lấy việc sáng tác và dạy dỗ nhạc khí mà sống. Nhiều năm biểu diễn làm cho hắn có trình độ nghệ thuật cực cao, lâu dài cũng làm hắn có năng lực động thủ không phải bình thường. Một ngày đêm khuya, [NAME] thức đêm sáng tác dẫn đến đột tử. Chờ [IT] tỉnh lại, phát hiện mình đã tới một nơi lạ lẫm, [IT] theo dựa vào bản thân nghệ thuật tu dưỡng cùng thủ công kỹ năng thuận lợi sống tiếp được.
200049	Linh thú chuyển sinh	[NAME] trước khi sinh ra, người mẹ nằm mơ có một đoàn hắc khi chui vào bụng, ngụ sinh. Lúc nhỏ nhiều lần xuất hiện dị tượng, tuổi nhỏ liền có thần lực, dũng khí hơn người.
200050	Lãnh tụ nghĩa quân	[NAME] không chấp nhận cuộc sống an nhàn hằng ngày, vì vậy khi đến tuổi trưởng thành liền gia nhập một nghĩa quân, dựa vào thực lực cường đại mà trở thành thủ lĩnh nghĩa quân. Nhưng mà trong một lần bị phục kích, [IT] phát hiện ra thuộc hạ của mình phản bội, trong cảnh cửu tử nhất sinh lại may mắn sống sót.
200051	Như hữu thần quyến	[NAME] Hắn sanh ra ở một gia đình bậc trung. [IT] từ nhỏ đã biểu lộ may mắn thần tài của mình. Lại cực kỳ đam mê trò chơi điện tử, hắn chẳng cần nạp tiền, mà cuối cùng lại quay được món đồ xịn nhất. Tuy vậy việc nghiện game của hắn cũng khiến hắn tuổi nhỏ mà tóc đã thưa thớt.
200052	Xuyên việt giả	[NAME] sau khi thành niên quyết định trở thành một nhà thiết kế trò chơi. Trong một đêm khuya làm tăng ca đột nhiên gặp sấm chớp mưa bão. Sau một tia chớp, [NAME] hắn đã. \n xuyên việt nhưng mà hậu quả là hủy hoại sức khỏe của hắn [NAME] một cách đáng kể, nhưng mang lại cho hắn một trí tuệ vô cùng nhanh nhạy. Tại tân thế giới, [NAME] đành dựa theo may mắn và ngộ tính hơn người của mình mà sinh tồn.
200053	Kẻ bất hạnh	[NAME] quê hương của hắn bị hủy diệt trong một trận chính tà đại chiến, mất đi nhà cửa [NAME] hắn cùng phụ thân buộc phải tha hương. \n để trốn tránh hiện thực tàn nhẫn, [NAME] phụ thân hắn đắm chìm trong cờ bạc, cuối cùng đem hắn tuổi còn nhỏ [NAME] bán cho bọn buôn người.
200054	Lạc lối tà đạo	[NAME] trong muôn vàn lần bán trao tay, cuối cùng hắn lưu lạc tới một tà phái, trở thành đối tượng cho người ta thí nghiệm. Trong một lần thí nghiệm tà công, [NAME] không ngờ đã xảy ra thất bại, hắn bị người ta vứt bỏ ở một bãi tha ma. \n nhưng mà [NAME] mệnh hắn chưa tới, dù bị mù một con mắt, nhưng vẫn may mắn sóng sót. Thân thể của hắn cũng vì lần thí nghiệm này, mà sinh ra biến hóa kì quái.
200055	Tiên nhân báo mộng	[NAME] Lúc sinh ra trời dị tượng. Tại [IT] năm tuổi, nằm mơ thấy tiên nhân đến truyền thụ bí thuật. Từ đó về sau, [IT] liền thể hiện ra thiên phú tháo lắp hơn người, có thể dễ dàng chế tạo những đồ vật phức tạp.
200056	Công tượng đại sư	[NAME] Sau khi thành niên trở thành một thợ thủ công có tiếng trong vùng, nhưng như thế nào hắn vẫn không quên được giấc mộng xưa. Hắn biết rõ nằm ngoài thế giới phàm trần này, là một thế giới hoàn toàn mới, chỗ đó tồn tại thứ gọi là luyện khí thuật. Đó mới là theo đuổi của hắn.
200057	Thiên ngoại lai khách	Không phải đại hiệp, thắng cả võ công, không ai biết hắn từ chỗ nào đến, chỉ biết là hắn đã đi qua rất nhiều nơi, gặp gỡ rất nhiều người, làm rất nhiều chuyện tốt, giải quyết rất nhiều vấn đề, có người nhớ kỹ hắn giỏi về sử dụng một chủng loại giống như cái kéo Đá bày quyền pháp, biến ảo khôn lường, khắp thiên hạ không địch thủ, hôm nay hắn đến một thế giới hoàn toàn mới, Hội có cái gì chờ lấy hắn đâu.
200058	Hà đồ lạc thư	Vô luận thân ở nơi nào, cuối cùng phải tìm được đường về nhà, xuyên suốt trong khoảng không mênh mông, thất lạc trong luân hồi dài đằng đẳng, hắn vẫn không quên đi bản ngã của mình, vui với việc giúp người, gặp chuyện rút dao tương trợ, giúp đỡ mọi người, không thẹn với bản thân mình, trong lúc thăm dò đường về, biết được bí mật của Hà Đồ Lạc Thư, hiểu được chân lý thực sự là gì, dứt khoát cất bước đi.
200059	Hiệp trung sinh	[NAME] Từ nhỏ lớn lên trong một nhóm hiệp khách, hóng hớt đủ loại sự tình trong giang hồ, học tập các loại võ công, lấy hiệp làm bạn, lấy nghĩa làm bè, trong hoàn cảnh như vậy tôi luyện cho mình một thân bản lĩnh, hắn cũng hiểu thế giới ngoài kia còn nhiều điều mới lạ.
200060	Bách hiểu thông	[NAME] sau khi lớn lên đi lịch lãm giang hồ, vừa ghi lại hiểu biết, vừa hành hiệp trượng nghĩa. [IT] hiểu chuyện thiên hạ, phân biệt phải trái, một bút một nghiêng viết nên vạn vật giang hồ, một kiếm một đao trảm hết phân tranh chính tà, thời gian dần qua bị người khác để mắt tới. Mặc dù hành tung của hắn như rồng thấy đầu mà không thấy đuôi, nhưng bất quá lúc mọi người cần trợ giúp đều xuất hiện, vừa chỉ dẫn mọi người khỏi sai lầm, vừa truyền đạo giải thích nghi hoặc.
200061	Kim lân chuyển sinh	[NAME] Vốn là một con cá vàng dưới sông, ngàn vạn năm tu hành dần dần nảy sinh linh tính. Thể ngộ hồng trần, [IT] bỏ đi thân thể, chuyển sinh đến nhân gian. \n[NAME] khi tuổi nhỏ đã linh tính hơn người, thiên phú bộc lộ không phải bình thường. [IT] tư duy nhạy bén, cho dù một người trưởng thành cũng khó đoán được nàng nghĩ gì.
200062	Đan thanh giai nhân	[NAME] khi lớn lên say mê họa nghệ, dùng thiên tư hơn người của mình vẻn vẹn mười sáu tuổi danh tiếng đã vang dội tại kinh đô và lân cận. [IT] sở trường vẽ cá bơi trong nước, trông vô cùng sống động, người xem đều nói bức vẽ có thể thông linh.
200063	Hiệp chi tử	[NAME] Từ nhỏ vô cùng yêu thích tiểu thuyết kiếm hiệp, đắm chìm trong đó, khát vọng một giấc mộng đại hiệp. Nhưng mà bản thân lại sinh ra trong thời hiện đại [IT] đành chỉ biết lực bất đồng tâm. \n mặc dù như thế, tinh thần đại hiệp vẫn ảnh hưởng sâu sắc, hắn từ nhỏ đã ghét ác như thù, làm việc rất có hiệp phong.
200064	Xuyên việt giả	[NAME] Sau khi lớn lên say mê thu thập đủ loại đao kiếm, cũng quen tay hay việc nắm giữ rất nhiều bí quyết dưỡng kiếm hộ kiếm. Rất nhiều người cùng sở thích sẽ ủy thác hắn hỗ trợ bảo dưỡng ái kiếm. \n Một ngày đêm khuya, [NAME] trong lúc bảo dưỡng một thanh cổ kiếm mà bằng hữu nhờ hắn đảm bảo, vậy mà ngoài ý muốn xuyên việt đến một thế giới xa lạ.
200065	Nhân sinh du hí	[NAME] Sinh ra trong một gia đình bình thường ở Hoa Hạ quốc, [IT] từ nhỏ ham chơi, thường thường đắm chìm trong muôn vàn trò chơi. Việc này lại để cho [IT] thoạt nhìn có chút hướng nội, nhưng phong phú trò chơi kinh lịch nuôi dưỡng hắn nhạy cảm sức quan sát cùng linh hoạt tư duy.
200066	Xuyên việt giả	[NAME] Sau khi lớn lên theo sở thích của mình mà làm một nhân viên test trò chơi. Trong một lần chơi game suốt đêm, đột nhiên bị sét đánh, [NAME] hắn đã. \n sau khi xuyên việt [NAME] dựa vào sức quan sát nhạy cảm nhanh chóng hòa nhập với thế giới này, cũng sống phong sinh thủy khởi.
200067	Bổ thiên giả	Cảm tạ người chơi [color=#D06508] Tống [/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn dùng ánh mắt nhạy cảm tìm được rất nhiều lỗ thủng, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200068	Tuyết chi tử	[NAME] Bởi được sinh ra trong mùa đông có tuyết, lúc nhỏ cũng rất thích tuyết, mà lại có thiên phú dị bẩm, không sợ rét lạnh. [IT] thông tuệ hơn người, đọc đủ thứ thi thư. Hoạt bát hiếu động, từ nhỏ đã ưa thích leo núi leo cây, thân pháp mau lẹ, mà ngay cả rất nhiều người trưởng thành cũng kém hơn.
200069	Tuyết trung hiệp	[NAME] Sau khi thành niên trở thành một gã hiệp khách, hắn dùng thân pháp nổi tiếng giang hồ. Trong một lần ngoài ý muốn, hắn trúng mai phục mà bị thương, mất đi một chân cùng một con mắt, cái này cũng buộc hắn phải quy ẩn. \n dù thế,[NAME] cũng chưa bao giờ buông tha việc truy cầu tốc độ. Một lần ngẫu nhiên, hắn chứng kiến một con chồn chạy không để lại dấu vết trên tuyết, đột nhiên có lĩnh ngộ, một lần nữa vượt qua tốc độ của con người.
200070	Bổ thiên giả	Cảm tạ người chơi [color=#D06508]lsprotoss[/color] đã đưa ra trợ giúp trong bản thử nghiệm. Hắn vì trong trò chơi hậu kỳ tiết tấu điều chỉnh đưa ra đề nghị mấu chốt, cũng đưa ra sự quan trọng của Phím tắt, vì trò chơi hoàn thiện làm ra trác tuyệt cống hiến.
200071	Đại ca chững chạc	Một cái xuất thân cơ khổ nghịch ngợm nam hài, có cuộc sống tuổi thơ không tốt đẹp, vì để cho người khác để mắt bản thân mà lập chí trở thành danh chấn giang hồ đại hiệp.
200072	Song quyền chấn Hà Lạc	Thiết quyền Vô địch  Lý Thừa Long, đánh khắp hà lạc vô địch thủ. Hoàng Hà tam thánh ba huynh đệ bên trong dẫn đầu Nhân vật, dẫn theo hai vị huynh đệ Bước chân vào giang hồ. Mặc dù thường xuyên làm một chút nhìn chuyện rất ngu xuẩn, nhưng mà bản tính của hắn còn là thiện lương mà còn chính nghĩa.
200073	Lão nhị chất phác	Xuất thân Cô nhi, tiếng đồng hồ đợi đi theo tạp Nghệ đoàn bốn phía biểu diễn mãi nghệ, hắn chất phác trung thực, chịu khổ nhọc. Tại tạp Nghệ đoàn ra Sau sự việc đó quen biết đại ca Song quyền chấn Hà Lạc, từ đây quyết định cố gắng tập võ, Bước chân vào giang hồ, làm một vị thủ hộ mọi người đại hiệp.
200074	Hung khẩu toái thạch	Đầu đồng Thiết tí  Đồng Thạch Trung, Nhân  đưa tên hiệu Hung khẩu toái thạch. Hắn uy phong Lỗ mãng, ghét ác như cừu, mười phần trọng tình trọng nghĩa, Có lúc có chút chất phác đáng yêu, làm cho người ta dở khóc dở cười.
200075	Lão tam cơ trí	Thường Vũ Phong Xuất thân Thông thường, trong nhà đi ra một số việc cho nên, sau liền chỉ còn lại hắn Nhất Người trong giang hồ xông xáo. Sinh hoạt gian khổ trong lòng của hắn thầm hạ quyết tâm, nhất định phải làm cho thân ở loạn thế bọn nhỏ Có nhà để về.
200076	Độc cước thảo kinh phong	Tự xưng khinh công tuyệt thế, tự phong Hoàng Hà Nhất vi độ, tự giác hào khí vượt mây, Nhân  đưa ngoại hiệu Độc cước thảo kinh phong. Phải Hoàng Hà trong tam thánh Nhất ý tưởng nhỏ nhiều nhất một người, tại mấu chốt thời điểm, tựa hồ Cũng đúng chạy nhanh nhất Nhất Cái...
200077	Cung dưỡng ái tình	[NAME] từ nhỏ Sinh hoạt tại yêu trong vòng vây, bị người cả thôn như chúng tinh phủng nguyệt dùng Ái cung cấp nuôi dưỡng. Hắn cũng bởi vì tiếng ca mỹ diệu, và thâm thụ người cả thôn yêu thích, tuổi còn nhỏ liền bá khí lộ ra ngoài.
200078	Vô địch thật tịch mịch	Sau khi lớn lên  [NAME] bắt đầu đi lên trở thành vô địch chi nhân con đường, dốc lòng thành vì một cái khắp thiên hạ không địch thủ cao thủ, không sai, hắn Phải Vô địch  .
200079	Chỗ bồi dưỡng thế lực	[NAME] tại thực hành vị trí cuối đào thải chế Cô nhi bồi dưỡng sở trưởng Đại. Ở chỗ này được thu dưỡng Cô nhi sẽ bị giáo sư các loại kỹ năng với đạt thành kim chủ đặc biệt ủy thác: Có lúc là trở thành tổ chức kẻ ám sát, có khi thì là làm ngạc nhiên nói tà thuật tố thể. Nhưng cho dù ở tàn khốc Môi trường dưới, nàng cùng ở đây kết bạn nghĩa muội y nguyên giúp đỡ lẫn nhau.
200080	Qua toàn vệ	May mắn còn sống sót vật thí nghiệm, chìm nổi tại thế Du hiệp, Nhân loại huyết thống cùng Tử Thế năng lượng cùng tồn tại ở thể nội. Mẫu lực lượng của thần cùng nàng dung hợp, Có thể được nàng thu được Trác việt năng lực tái sinh cùng dài dằng dặc tuổi thọ. Nhưng tương ứng, không ổn định nửa năng lượng thái Thân thể  cần nàng thông qua  Dài thời gian giấc ngủ để duy trì. Tại một lần Ngủ say , nàng chính kinh ngạc phát hiện Đi đến Nhất Cái thế giới hoàn toàn mới, nương theo lực lượng của mình vậy biến mất không còn tăm tích. Này lại Phải Nhất Cái Khởi đầu mới sao?
200081	Thế gia công tử	[NAME] trưởng thành tại bên trong tháp ngà voi, sinh nhật mùng tám tháng tư, cùng tất Đạt nhiều cùng ngày, Vì vậy vì người bên cạnh chỗ chú mục cũng ký thác kỳ vọng, để kế thừa gia truyền, kiến công lập nghiệp. [NAME] từ Tiểu thích đọc sách cùng suy nghĩ, chú ý triết học cùng tông giáo, triển lộ ra thiên phú hơn người. [IT] mặc dù tính cách không màng danh lợi ôn hòa, nội tâm đơn thuần thiện lương, nhưng bởi vì ý nghĩ đặc biệt, Thường bị Nhân  nhận làm kiêu ngạo hòa thanh Cao.
200082	Khổ hạnh tăng	Sau khi trưởng thành, [NAME] bản thân Ý thức dần dần thức tỉnh, quyết tâm không đi nữa một đầu bị người nhà an bài Được rồi con đường. Tại kinh lịch một đoạn khói lửa nhân gian về sau, dần dần minh bạch cuộc đời mình sứ mệnh, Vì vậy khám phá Hồng trần dứt khoát xuất gia.
200083	Ngư thủ thế gia	[NAME] từ nhỏ Xuất thân tại làng chài, toàn bộ thôn vui vẻ hòa thuận, quê nhà ở giữa quan hệ hòa thuận. [NAME] từ Tiểu liền ở bắt cá quá trình bên trong luyện thành qua Nhân  Cảm giác cùng cường tráng thể phách.
200084	Bồng lai kỳ ngộ	Tại một lần theo Phụ thân ra Hải đánh cá lúc, [NAME] tao ngộ hải long Quyển, khi tỉnh lại độc thân phiêu bạt đến Bồng Lai Tiên cảnh. Đảo Thượng Tiên Nhân  mặc dù chưa từng Truyền thụ pháp sư đạo khí, nhưng lại cũng tập được một chút Đả tọa phương pháp hô hấp. Hậu Bồng Lai biến đổi lớn, thân là phàm nhân hắn cuối cùng đành phải Trở về thế tục. Nhưng đã từng Bồng Lai tiên đảo ở phía trên kinh lịch, vì hắn sáng tạo ra kiên cố căn cơ.
200085	Bàn bố đinh đồng công	Tuổi còn nhỏ, liền bị  Bàn pudding từ nhỏ chiếm thành của mình, coi như Khuân vác bồi dưỡng. Cả ngày lưu lạc các loại đầu đường nhặt nhặt ve chai, ăn xin tiền tài. Những này cực khổ vì [IT] ma luyện ra ý chí kiên cường.
200086	Thành trại thám hiểm gia	Vì tìm kiếm thân thế, [NAME] đi hắn đồng bạn thế giới đau khổ tìm kiếm, nhưng mà cuối cùng phát hiện tất cả đều là bí ẩn. Vì vậy dứt khoát vò đã mẻ lại sứt, không hề xoắn quýt chuyện quá khứ. Hiện tại hắn lưu luyến thành trại tại Cửu Long, Hồng Kông, chỉ vì có thể cảm thụ cuộc đời kỳ lạ của nhân dân tầng dưới chót thành trại.
200087	Tảo địa sa di	[NAME] Thân thế bất minh, từ nhỏ được tăng nhân Hỏa Tiễn Quyền tự thu dưỡng, trở thành một tiểu hòa thượng. [NAME] Từ lúc có  trí nhớ đến nay vẫn ở chùa cần cù chăm chỉ quét dọn.
200088	Tảo địa tăng	[NAME] Sau khi lớn lên vẫn như cũ gánh chịu quét dọn nhiệm vụ, ba mươi năm qua chỉ làm một công việc này. Xuân thu quét lá rụng, mùa hè quét hoa rơi, vào đông quét tuyết. Làm việc từ lúc mặt trời lên, tới lúc đêm dài mới nghỉ. Chùa miếu người đến người đi, hương khói rất thịnh vượng, lại không người cùng hắn nói chuyện, cũng không có người biết tên tuổi.
200089	Đa động thiếu niên	[NAME] từ nhỏ bởi vì đối sự vật tràn ngập hiếu kì mà gây chuyện khắp nơi, thích đem các loại vật kỳ quái hỗn hợp lại với nhau tiến hành thí nghiệm, lại phá mở pháo hoa sau đó ghép lại rồi đi đốt. Có thể là xuất phát cùng nguyên nhân, lúc mười mấy tuổi từng viết tiểu thuyết, kiếm khách nhân vật chính là tác giả hóa thân sử dụng Hỏa Ma Pháp.
200090	Hikikomori	[NAME] Trưởng thành sau làm công việc liên quan đến ngôn ngữ và chữ nghĩa, người cũng biến thành lười động đậy, cũng với "Tú tài không ra khỏi cửa cũng biết chuyện thiên hạ" lấy cờ để lười biếng. Cho rằng mạnh nhất trên thế giới lớn pháp thuật chính là Tôn Ngộ Không lông tơ phân thân chi thuật, bởi vì chuyện phiền phức gì cũng để phân thân đi làm là được rồi. Nhưng mà tóc của hắn dần dần thưa thớt, triển vọng của ước mơ này trở nên long đong.
200091	Trẻ xa quê	[NAME] từ nhỏ tính cách quái gở, bởi vì xuất thân không tốt thường xuyên bị tộc nhân khi dễ. [IT] Chỉ có thể ngày đêm đánh đàn, tìm tới an ủi từ trong âm nhạc. Tại lúc hắn còn rất nhỏ, liền một người một đàn rời bỏ quê hương, lưu lạc dị quốc.
200092	Nhạc công	Hơn hai mươi năm sau, một tiên phong đạo cốt nhạc công danh tiếng vang xa. Trong giang hồ người muốn cầu hắn chế đàn nối liền không dứt, lại rất ít người có thể tìm được tung tích.
200093	Phá nhà trốn đi	[NAME] thuở nhỏ liền có hứng thú kỳ lạ đối với xương cốt. Chỉ cần có thể đạt được một khúc, bị đâm đâm, quẳng thành chó, trông nom việc nhà phá hủy vậy sẽ không tiếc. Thường xuyên trốn đi tìm kiếm xương cốt gần đó, cho rằng nghiên cứu xương cốt sẽ là sở thích cả đời của hắn, khi bé hắn tin tưởng không nghi ngờ điều này.
200094	"Cốt pháp sư"	Sau khi lớn lên lại bắt đầu cảm thấy hứng thú với những người khác phái cùng thôn. Tổng cộng trong thôn Mèo Bằng cẩu hữu xưng bản thân biết chút điên đảo sự vật pháp thuật, vậy thường xuyên Hướng Đồng thôn vị cô nương kia nhắc tới cái kia cổ quái kỳ lạ chú ngữ (Gâu gâu gâu). Nhưng mà tựa hồ vị này Đồng thôn cô nương chỉ đối với hắn mang theo kỳ quái xương cốt có hào hứng.
200095	Ngư thủ thế gia	Sinh ra ở một nhà làm nghề đánh cá, tinh thông ngôn ngữ của loài cá, từ nhỏ đi theo phụ thân câu khắp giang hà biển hồ thiên hạ,
200096	Hải dương học gia	[NAME] Khi mười bảy tuổi tại hồ Chỉ Thủy câu được một quái ngư. Xé bụng cá ra thấy được một chữ, thượng thư "Số trời có biến, Thần Khí thay đổi, thuộc về người có đức , người tìm thấy Tam Xoa Kích, sẽ đạt được toàn bộ sức mạnh của Atlantis" . Từ đó bắt đầu nghiên cứu văn minh cổ đại dưới đại dương.
200097	Xuất thân không rõ	[NAME] Thân thế bất minh, lúc còn nhỏ [IT] Tại trên đảo Arora được nhà hải dương học phát hiện và mang về Trung Nguyên.
200098	Ca cơ	[NAME] Sau khi lớn lên trở thành một ca cơ, [ITS] Tiếng ca tuyệt vời nhưng mà còn có thần kỳ lực lượng làm cho người ta đói khát . Mỗi lần đến một nơi hay dùng tiếng ca truyền bá đói khát, bốn phía thu thập mỹ thực.
200099	Lư hỏa ái hảo giả	[NAME] Sinh ra ở Bảo Định quê hương của món thịt lừa nướng, từ nhỏ ưa thích chơi trò chơi cùng ăn thịt lừa nướng. Thích văn học cùng âm nhạc, mơ ước lớn nhất là trở thành một âm nhạc gia.
200100	Cầm ma	[NAME] Bởi vì không có tập được đầy đủ kỹ thuật âm nhạc, đồng thời thiếu khuyết thiên phú, cuối cùng không thể trở thành âm nhạc gia. Nhưng [IT] dưới cơ duyên xảo hợp tập được một loại đặc thù cổ cầm diễn tấu pháp, tiếng đàn như ma âm rót vào tai, dây đàn sắc bén ngổn ngang, cổ đàn rắn chắc đáng tin, trở thành hảo thủ đi đường mang gió đánh đàn giết người.
200101	Quyền pháp truyền nhân	[NAME] từ nhỏ tại võ học thế gia lớn lên, cha am hiểu cử tạ, mẹ am hiểu nhảy cao, bởi vậy thời gian dài khổ luyện cử tạ và nhảy cao. Lúc tám tuổi , gặp được người có cơ bắp như ma quỷ, trở thành truyền nhân duy nhất Trung Quốc cổ quyền pháp, Từ đó về sau, [NAME] thề muốn giữ gìn hòa bình thế giới.
200102	Bàn tử ám sát quyền	Trong quá trình tu luyện Trung Quốc cổ quyền pháp, [NAME] ngộ ra được cách đấu chân lý, ngộ ra được cách đấu chân lý. [NAME] Tự sáng tạo Phì Tử Ám Sát Quyền, bình thường lấy dáng người béo ú che giấu chính mình, lúc mặt đối mặt đột nhiên xuất thủ, không người có thể tránh, chính là một trong những môn cách đấu thuật mạnh nhất võ lâm.
200103	Du hí thiền sư	[NAME] Từ nhỏ đã vì sự mỹ hảo của trò chơi mà càng thêm nỗ lực, dưới sự dẫn dắt của lão sư ưu tú, hắn học tập được đủ loại tri thức liên quan đến trò chơi, để hắn ngao du trong hải dương trò chơi , vô cùng rung động khi được sáng tạo một thế giới trò chơi, vì trò chơi mà tu thiền, xác định là mục tiêu cả đời.
200104	Phong chi lữ nhân	[NAME] trên con đường theo đuổi ước mơ trở thành một phong chi lữ nhân. Có lẽ trên con đường này sẽ làm bạn cùng tịch mịch, nhưng ngẫu nhiên kiểu gì cũng sẽ gặp được bạn bè cùng hắn đi qua một đoạn đường nào đó. Phân biệt, trùng phùng, không nói gì lại lại đồng hành, lần nữa xa rời, rồi đến một người khác gia nhập, việc này cực kỳ giống con đường cuộc đời, cùng gió làm bạn, cùng ngươi đi về phía trước, cùng cô độc thành đôi, cùng lạc đường cộng ẩm, cùng mộng tưởng đánh cờ.
200105	Cạnh kỹ thiếu nữ	Tiểu Thương từ nhỏ hoạt bát hiếu động, cũng vô cùng thích các loại trò chơi thi đấu, tại các giới đều lấy được thành tích không tầm thường, nguyên bản cái hoạt động này thường chỉ có nam giới tham gia, xông ra một cô gái nhất phiên thiên địa.
200106	Xướng ngôn viên	Giang hồ khắp nơi tràn đầy phân tranh, bất quá đa số thời điểm mọi người tuân thủ nghiêm ngặt một quy tắc nào đó, đây là tranh tài cũng là một loại biện pháp cho nhau trưởng thành, cho nên Tiểu Thương có thời điểm Hội được thỉnh mời đến đối với tỷ thí như vậy làm giải thích, nói rõ tình huống cho những người không hiểu được huyền bí trong đó, dần dà mọi người liền quen thuộc tại tỷ thí hiện trường nghe được thanh âm của nàng cùng nàng diệu ngữ liên tiếp.
200107	Dã phân nha	Thuở nhỏ chơi trò chơi, lớn lên không có tiền đồ. Bởi vì khi còn bé chơi quá nhiều trò rác rưởi, cảm giác 'ăn cớt rồi' vẫn còn mới mẻ trong ký ức. Bởi vậy nguyện vọng trở thành nhà khoa học hoặc là nhà lãnh đạo, lớn lên phải làm ra một trò chơi, nhưng mà người chơi phải thật nhiều, để bọn hắn một mặt trải nghiệm một mặt vui vẻ.
200108	Cự ma sát thủ	Phương pháp làm rất tốt, trạm cương trạm đến già. Vì ước mơ bắt người khác ăn cớt như mình bị sụp đổ, sau khi doanh nghiệp bị phá sản, bắt đầu thống lĩnh Cự Ma mà sống. Cự Ma hàm răng, Cự Ma lông bờm, tóm lại vật liệu Cự Ma vẫn có thể bán lấy tiền. Thu hoạch phương thức, đương nhiên là để Cự Ma đi đánh Cự Ma.
200109	Nữu khúc chi nguyên	[NAME] Trong tuổi thơ đen tối trưởng thành một cách méo mó, lớn lên trong những trận ẩu đả của đại lão. Nhưng mà, sau khi những đồng bọn lúc nhỏ lần lượt chết đi, sau khi thương tiếc họ liền ăn sạch di sản của họ, sau đó nội tâm trở nên cường đại không gì có thể sánh.
200110	Hoa ngữ đệ tam	[NAME] Luôn luôn tự xưng đệ tam, bởi vì đệ nhất dễ dàng đột tử, đệ nhị dễ dàng bị đánh. Đi làm 8 tiếng đồng hồ, Nói chuyện phiếm 7 tiếng rưỡi, còn nửa tiếng thì kéo ra công việc kỳ bí. Mặc dù không biết cụ thể là làm cái gì, nhưng nghe có vẻ rất lợi hại. Thường xuyên bắt cóc tống tiền giam giữ một vài người được gọi là phì trạch, nhét giẻ vào miệng dùng cực hình với bọn chúng, nhưng mà dáng vẻ của chúng trông rất vui vẻ.
200111	Thế ngoại thiếu niên	Từ nhỏ sống ở như tiên cảnh thế ngoại đào nguyên, ngoại trừ những hiệp khách ngẫu nhiên xuất hiện đi ngang qua ra, cũng chỉ có một con gọi là "Triều Hán" mèo cùng một con gọi là "La Mã" chó làm bạn với hắn, bình thường ngoại trừ tu tập đủ loại công pháp đám hiệp khách lưu lại, chính là trồng rau nuôi lợn chế thuốc.
200112	Người sưu tầm cổ kiếm	Công Trường Quân sau khi lớn lên say mê cất giữ các loại cổ kiếm, hắn luôn luôn bôn tẩu tại Cửu Châu, ý đồ phát hiện những cổ kiếm không muốn người biết, hắn cất giữ vô số, ngay cả chính hắn cũng không biết rốt cuộc đã cất chứa bao nhiêu thanh kiếm. Bất quá không quan trọng, làm người mà, có cái cất giữ yêu thích thì có lỗi gì đâu.
200113	U ám thiếu niên	[NAME] đã từng có một gia đình hạnh phúc, khỏe mạnh lớn lên trong gia đình yêu mến, thẳng đến 15 năm đó, phụ thân ngoại tình, say rượu đánh gia đình, mẫu thân chết thảm, hắn mỗi ngày chỉ có thể ở cô độc cùng thống khổ gian nan sống qua ngày, hạt giống cừu hận cũng bắt đầu sinh sôi ở trong lòng, từ một cái sáng sủa hoạt bát nam hài chuyển thành u ám lãnh khốc thiếu niên.
200114	Sát thủ báo thù	[NAME] Sau khi tự tay giết chết phụ thân của mình thành công báo thù, trở nên tàn khốc vô tình, hỉ nộ vô thường, thích đùa bỡn người khác, đối với người khác phái có rất mạnh tính công kích cùng dị thường khát vọng.
